ref_area.label,indicator.label,source.label,sex.label,classif1.label,classif2.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (Skill level): Skill level 2 ~ medium,,2016Q4,1363,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (Skill level): Skill level 1 ~ low,,2016Q4,146,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (Skill level): Skill levels 3 and 4 ~ high,,2016Q4,868,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (Skill level): Skill level 2 ~ medium,,2016Q4,1057,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (Skill level): Skill level 1 ~ low,,2016Q4,339,,,Frequency: Quarterly,
,,,,,,,,,,,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (ISCO-08): 1. Managers,,2016Q4,310,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,,2016Q4,552,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,,2016Q4,359,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,,2016Q4,597,,,Frequency: Quarterly,
,,,,,,,,,,,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (ISCO-08): 1. Managers,,2016Q4,197,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (ISCO-08): 3. Technicians and associate professionals,,2016Q4,308,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (ISCO-08): 4. Clerical support workers,,2016Q4,126,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (ISCO-08): 7. Craft and related trades workers,,2016Q4,510,,,Frequency: Quarterly,
,,,,,,,,,,,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (ISCO-08): 1. Managers,,2016Q4,113,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (ISCO-08): 3. Technicians and associate professionals,,2016Q4,243,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (ISCO-08): 4. Clerical support workers,,2016Q4,234,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (ISCO-08): 7. Craft and related trades workers,,2016Q4,88,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (Skill level): Skill levels 3 and 4 ~ high,,2016Q3,1665,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (Skill level): Skill level 2 ~ medium,,2016Q3,2479,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (Skill level): Skill level 1 ~ low,,2016Q3,498,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (Skill level): Skill levels 3 and 4 ~ high,,2016Q3,829,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (Skill level): Skill level 2 ~ medium,,2016Q3,1399,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (Skill level): Skill level 1 ~ low,,2016Q3,154,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (Skill level): Skill levels 3 and 4 ~ high,,2016Q3,836,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (Skill level): Skill level 2 ~ medium,,2016Q3,1080,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (Skill level): Skill level 1 ~ low,,2016Q3,344,,,Frequency: Quarterly,
,,,,,,,,,,,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (ISCO-08): 1. Managers,,2016Q3,290,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,,2016Q3,549,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,,2016Q3,356,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,,2016Q3,593,,,Frequency: Quarterly,
,,,,,,,,,,,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (ISCO-08): 1. Managers,,2016Q3,187,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (ISCO-08): 3. Technicians and associate professionals,,2016Q3,303,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (ISCO-08): 4. Clerical support workers,,2016Q3,119,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (ISCO-08): 7. Craft and related trades workers,,2016Q3,508,,,Frequency: Quarterly,
,,,,,,,,,,,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (ISCO-08): 1. Managers,,2016Q3,103,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (ISCO-08): 3. Technicians and associate professionals,,2016Q3,247,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (ISCO-08): 4. Clerical support workers,,2016Q3,237,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (ISCO-08): 7. Craft and related trades workers,,2016Q3,85,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (Skill level): Skill levels 3 and 4 ~ high,,2016Q2,1640,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (Skill level): Skill level 2 ~ medium,,2016Q2,2444,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (Skill level): Skill level 1 ~ low,,2016Q2,495,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (Skill level): Skill levels 3 and 4 ~ high,,2016Q2,814,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (Skill level): Skill level 2 ~ medium,,2016Q2,1378,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (Skill level): Skill level 1 ~ low,,2016Q2,153,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (Skill level): Skill levels 3 and 4 ~ high,,2016Q2,827,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (Skill level): Skill level 2 ~ medium,,2016Q2,1067,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (Skill level): Skill level 1 ~ low,,2016Q2,343,,,Frequency: Quarterly,
,,,,,,,,,,,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (ISCO-08): 1. Managers,,2016Q2,290,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,,2016Q2,548,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,,2016Q2,347,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,,2016Q2,572,,,Frequency: Quarterly,
,,,,,,,,,,,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (ISCO-08): 1. Managers,,2016Q2,185,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (ISCO-08): 3. Technicians and associate professionals,,2016Q2,299,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (ISCO-08): 4. Clerical support workers,,2016Q2,120,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (ISCO-08): 7. Craft and related trades workers,,2016Q2,488,,,Frequency: Quarterly,
,,,,,,,,,,,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (ISCO-08): 1. Managers,,2016Q2,105,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (ISCO-08): 3. Technicians and associate professionals,,2016Q2,249,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (ISCO-08): 4. Clerical support workers,,2016Q2,228,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (ISCO-08): 7. Craft and related trades workers,,2016Q2,85,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (Skill level): Skill levels 3 and 4 ~ high,,2016Q1,1668,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (Skill level): Skill level 2 ~ medium,,2016Q1,2344,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (Skill level): Skill level 1 ~ low,,2016Q1,479,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (Skill level): Skill levels 3 and 4 ~ high,,2016Q1,824,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (Skill level): Skill level 2 ~ medium,,2016Q1,1317,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (Skill level): Skill level 1 ~ low,,2016Q1,144,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (Skill level): Skill levels 3 and 4 ~ high,,2016Q1,845,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (Skill level): Skill level 2 ~ medium,,2016Q1,1028,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (Skill level): Skill level 1 ~ low,,2016Q1,335,,,Frequency: Quarterly,
,,,,,,,,,,,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (ISCO-08): 1. Managers,,2016Q1,313,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,,2016Q1,530,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,,2016Q1,330,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,,2016Q1,563,,,Frequency: Quarterly,
,,,,,,,,,,,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (ISCO-08): 1. Managers,,2016Q1,202,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (ISCO-08): 3. Technicians and associate professionals,,2016Q1,285,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (ISCO-08): 4. Clerical support workers,,2016Q1,113,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (ISCO-08): 7. Craft and related trades workers,,2016Q1,481,,,Frequency: Quarterly,
,,,,,,,,,,,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (ISCO-08): 1. Managers,,2016Q1,111,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (ISCO-08): 3. Technicians and associate professionals,,2016Q1,245,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (ISCO-08): 4. Clerical support workers,,2016Q1,217,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (ISCO-08): 7. Craft and related trades workers,,2016Q1,82,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (Skill level): Skill levels 3 and 4 ~ high,,2015Q4,1634,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (Skill level): Skill level 2 ~ medium,,2015Q4,2404,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (Skill level): Skill level 1 ~ low,,2015Q4,497,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (Skill level): Skill levels 3 and 4 ~ high,,2015Q4,810,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (Skill level): Skill level 2 ~ medium,,2015Q4,1368,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (Skill level): Skill level 1 ~ low,,2015Q4,149,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (Skill level): Skill levels 3 and 4 ~ high,,2015Q4,824,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (Skill level): Skill level 2 ~ medium,,2015Q4,1036,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (Skill level): Skill level 1 ~ low,,2015Q4,348,,,Frequency: Quarterly,
,,,,,,,,,,,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (ISCO-08): 1. Managers,,2015Q4,297,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,,2015Q4,513,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,,2015Q4,349,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,,2015Q4,574,,,Frequency: Quarterly,
,,,,,,,,,,,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (ISCO-08): 1. Managers,,2015Q4,198,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (ISCO-08): 3. Technicians and associate professionals,,2015Q4,279,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (ISCO-08): 4. Clerical support workers,,2015Q4,126,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (ISCO-08): 7. Craft and related trades workers,,2015Q4,490,,,Frequency: Quarterly,
,,,,,,,,,,,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (ISCO-08): 1. Managers,,2015Q4,99,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (ISCO-08): 3. Technicians and associate professionals,,2015Q4,234,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (ISCO-08): 4. Clerical support workers,,2015Q4,223,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (ISCO-08): 7. Craft and related trades workers,,2015Q4,84,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (Skill level): Skill levels 3 and 4 ~ high,,2015Q3,1603,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (Skill level): Skill level 2 ~ medium,,2015Q3,2447,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (Skill level): Skill level 1 ~ low,,2015Q3,496,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (Skill level): Skill levels 3 and 4 ~ high,,2015Q3,797,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (Skill level): Skill level 2 ~ medium,,2015Q3,1378,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (Skill level): Skill level 1 ~ low,,2015Q3,147,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (Skill level): Skill levels 3 and 4 ~ high,,2015Q3,806,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (Skill level): Skill level 2 ~ medium,,2015Q3,1069,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (Skill level): Skill level 1 ~ low,,2015Q3,349,,,Frequency: Quarterly,
,,,,,,,,,,,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (ISCO-08): 1. Managers,,2015Q3,278,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,,2015Q3,525,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,,2015Q3,340,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,,2015Q3,584,,,Frequency: Quarterly,
,,,,,,,,,,,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (ISCO-08): 1. Managers,,2015Q3,189,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (ISCO-08): 3. Technicians and associate professionals,,2015Q3,282,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (ISCO-08): 4. Clerical support workers,,2015Q3,119,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (ISCO-08): 7. Craft and related trades workers,,2015Q3,498,,,Frequency: Quarterly,
,,,,,,,,,,,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (ISCO-08): 1. Managers,,2015Q3,89,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (ISCO-08): 3. Technicians and associate professionals,,2015Q3,243,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (ISCO-08): 4. Clerical support workers,,2015Q3,221,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (ISCO-08): 7. Craft and related trades workers,,2015Q3,86,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (Skill level): Skill levels 3 and 4 ~ high,,2015Q2,1617,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (Skill level): Skill level 2 ~ medium,,2015Q2,2424,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (Skill level): Skill level 1 ~ low,,2015Q2,509,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (Skill level): Skill levels 3 and 4 ~ high,,2015Q2,799,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (Skill level): Skill level 2 ~ medium,,2015Q2,1362,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (Skill level): Skill level 1 ~ low,,2015Q2,147,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (Skill level): Skill levels 3 and 4 ~ high,,2015Q2,818,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (Skill level): Skill level 2 ~ medium,,2015Q2,1063,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (Skill level): Skill level 1 ~ low,,2015Q2,362,,,Frequency: Quarterly,
,,,,,,,,,,,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (ISCO-08): 1. Managers,,2015Q2,307,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,,2015Q2,501,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,,2015Q2,344,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,,2015Q2,556,,,Frequency: Quarterly,
,,,,,,,,,,,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (ISCO-08): 1. Managers,,2015Q2,207,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (ISCO-08): 3. Technicians and associate professionals,,2015Q2,269,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (ISCO-08): 4. Clerical support workers,,2015Q2,123,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (ISCO-08): 7. Craft and related trades workers,,2015Q2,473,,,Frequency: Quarterly,
,,,,,,,,,,,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (ISCO-08): 1. Managers,,2015Q2,100,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (ISCO-08): 3. Technicians and associate professionals,,2015Q2,232,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (ISCO-08): 4. Clerical support workers,,2015Q2,221,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (ISCO-08): 7. Craft and related trades workers,,2015Q2,83,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (Skill level): Skill levels 3 and 4 ~ high,,2015Q1,1617,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (Skill level): Skill level 2 ~ medium,,2015Q1,2341,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (Skill level): Skill level 1 ~ low,,2015Q1,488,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (Skill level): Skill levels 3 and 4 ~ high,,2015Q1,812,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (Skill level): Skill level 2 ~ medium,,2015Q1,1311,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Male,Occupation (Skill level): Skill level 1 ~ low,,2015Q1,149,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (Skill level): Skill levels 3 and 4 ~ high,,2015Q1,804,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (Skill level): Skill level 2 ~ medium,,2015Q1,1029,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Female,Occupation (Skill level): Skill level 1 ~ low,,2015Q1,339,,,Frequency: Quarterly,
,,,,,,,,,,,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (ISCO-08): 1. Managers,,2015Q1,304,,,Frequency: Quarterly,
Portugal,Employment by sex and occupation (thousands),LFS - EU Labour Force Survey,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,,2015Q1,516,,,Frequency: Quarterly,
